text,ground_truth,raw_response,predicted,correct
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,"{""reasoning"": ""Spam due to repeated use of 'u' in informal text format."", ""verdict"": 1}",1,False
Good morning princess! Have a great day!,0,"{""reasoning"": ""Direct message to a woman, no unsolicited messages or offers."", ""verdict"": 0}",0,True
You have 1 new message. Call 0207-083-6089,1,"{""reasoning"": ""This is a personal communication, no commercial or suspicious content."", ""verdict"": 0}",0,False
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,"{""reasoning"": ""SMS contains promotional offers and links. It doesn't contain any spam indicators."", ""verdict"": 0}",0,False
"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",1,"{""reasoning"": ""Offers a reward and coupon with a premium phone number."", ""verdict"": 1}",1,True
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,"{""reasoning"": ""Offers for prizes and incentives, no spam indicators."", ""verdict"": 0}",0,False
No:-)i got rumour that you going to buy apartment in chennai:-),0,"{""reasoning"": ""Promises about future actions and sales, not an ordinary personal message."", ""verdict"": 0}",0,True
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1,"{""reasoning"": ""Explicit sexual content, no commercial or suspicious content."", ""verdict"": 0}",0,False
This message is brought to you by GMW Ltd. and is not connected to the,1,"{""reasoning"": ""Email address appears in spam folder"", ""verdict"": 0}",0,False
Two teams waiting for some players,0,"{""reasoning"": ""No specific action required, just a generic message."", ""verdict"": 0}",0,True
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,"{""reasoning"": ""Contains question with no commercial or suspicious content."", ""verdict"": 0}",0,True
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,"{""reasoning"": ""Contains a promotional offer for a Dogging network, and text-to-message functionality."", ""verdict"": 1}",1,True
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,1,"{""reasoning"": ""Contains a prize offer, call-to-action number, and typical spam language."", ""verdict"": 1}",1,True
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,"{""reasoning"": ""Offers a discount on mobile data plans and other services, text messaging limits, and free calls"", ""verdict"": 1}",1,True
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,"{""reasoning"": ""Contains a holiday offer with a £5000 prize, no spam indicators."", ""verdict"": 1}",1,True
"I think your mentor is , but not 100 percent sure.",0,"{""reasoning"": ""Mentor's name is in quotation marks, and the user provided a partial response."", ""verdict"": 0}",0,True
K..k..i'm also fine:)when will you complete the course?,0,"{""reasoning"": ""Spam message that asks about completing a course and includes informal language."", ""verdict"": 1}",1,False
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,"{""reasoning"": ""Urgency keyword, money prize, and premium phone number."", ""verdict"": 1}",1,True
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,"{""reasoning"": ""Message contains a question and does not contain any spam indicators."", ""verdict"": 0}",0,False
Wife.how she knew the time of murder exactly,0,"{""reasoning"": ""Spam message"", ""verdict"": 0}",0,True
Hahaha..use your brain dear,0,"{""reasoning"": ""Spam due to nonsensical content and lack of urgency."", ""verdict"": 1}",1,False
WHO ARE YOU SEEING?,0,"{""reasoning"": ""Urgency keyword, and personal message with no commercial or suspicious content."", ""verdict"": 0}",0,True
Oh yah... We never cancel leh... Haha ,0,"{""reasoning"": ""Personal message with no commercial or suspicious content."", ""verdict"": 0}",0,True
XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,"{""reasoning"": ""Contains lottery numbers and prizes, uninformative content without commercial or suspicious indicators."", ""verdict"": 0}",0,False
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1,"{""reasoning"": ""Contains a plea for contact, no commercial or suspicious content."", ""verdict"": 0}",0,False
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,"{""reasoning"": ""Text message containing a direct challenge to the user's safety."", ""verdict"": 0}",0,True
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1,"{""reasoning"": ""Offers multiple free services, such as unlimited calls, messages, and streaming video."", ""verdict"": 1}",1,True
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,"{""reasoning"": ""Missing sender, number, and date"", ""verdict"": 0}",0,True
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,"{""reasoning"": ""Unsolicited offer with a premium number"", ""verdict"": 0}",0,False
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,"{""reasoning"": ""Contains a sports team name, but it's incorrect to call the New Jersey Devils 'The New Jersey Devils'."", ""verdict"": 0}",0,False
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,1,"{""reasoning"": ""Offers that offer discounts or bonuses are not spam."", ""verdict"": 0}",0,False
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,"{""reasoning"": ""Contains explicit content and a chatbot, likely from a dating app or platform."", ""verdict"": 0}",0,False
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1,"{""reasoning"": ""The message contains a reward offer in the form of a discount code, which is typical for promotional messages."", ""verdict"": 1}",1,True
"Sir, i am waiting for your call, once free please call me.",0,"{""reasoning"": ""Offered phone number as a prize, and casual personal message with no commercial or suspicious content."", ""verdict"": 1}",1,False
You best watch what you say cause I get drunk as a motherfucker,0,"{""reasoning"": ""Spam due to profanity and lack of context."", ""verdict"": 0}",0,True
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0,"{""reasoning"": ""Contains commercial or suspicious content"", ""verdict"": 0}",0,True
<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,"{""reasoning"": ""Spam with a high frequency and poor content."", ""verdict"": 0}",0,False
"How about clothes, jewelry, and trips?",0,"{""reasoning"": ""Contains shopping or travel-related language"", ""verdict"": 0}",0,True
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,"{""reasoning"": ""Offers a discount and specifies delivery time."", ""verdict"": 1}",1,False
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,"{""reasoning"": ""Contains a specific offer for a prize, direct communication with the company, and offers in text format."", ""verdict"": 1}",1,True
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,"{""reasoning"": ""Sends unsolicited offer with no personal touch or special reasons."", ""verdict"": 0}",0,False
Is there any training tomorrow?,0,"{""reasoning"": ""Urgency keyword, asks about upcoming events or activities."", ""verdict"": 0}",0,True
Yes. Nigh you cant aha.,0,"{""reasoning"": ""User seems to have made a joke or play on words."", ""verdict"": 0}",0,True
I dont want to hear philosophy. Just say what happen,0,"{""reasoning"": ""Contains no promotional language, no call-to-action, and lacks commercial or suspicious content."", ""verdict"": 0}",0,True
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,"{""reasoning"": ""Offers a premium rate short code and urgency message."", ""verdict"": 1}",1,False
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,"{""reasoning"": ""This message contains a prize offer, offers and a phone number that are typical spam language."", ""verdict"": 1}",1,True
Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,"{""reasoning"": ""Language usage, no commercial or suspicious content."", ""verdict"": 0}",0,True
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,"{""reasoning"": ""U. has been contacted and is offered a guaranteed prize."", ""verdict"": 1}",1,True
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1,"{""reasoning"": ""Contains a personal message, no unsolicited call-to-action or spam indicators."", ""verdict"": 0}",0,False
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,"{""reasoning"": ""No commercial or suspicious content"", ""verdict"": 0}",0,True
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,"{""reasoning"": ""Spam due to repeated use of 'LOL', 'u', and '@' characters."", ""verdict"": 1}",1,False
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,"{""reasoning"": ""Contains unsolicited contact request with a premium phone number and a specific time for unsubscribing."", ""verdict"": 1}",1,True
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,"{""reasoning"": ""Spam as it contains a profanity and offers a personal message with no commercial or suspicious content."", ""verdict"": 0}",0,True
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1,"{""reasoning"": ""This message is requesting personal information such as a phone number and location which are not typical spam or marketing content."", ""verdict"": 0}",0,False
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,"{""reasoning"": ""Spam due to profanity and adult content"", ""verdict"": 1}",1,False
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,"{""reasoning"": ""Offers or coupons with phrases like 'PICSFREE' are a sign of spam."", ""verdict"": 0}",0,False
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,"{""reasoning"": ""Urgent offer with a special discount for travel and entry."", ""verdict"": 1}",1,True
Very hurting n meaningful lines ever: \I compromised everything for my love,0,"{""reasoning"": ""Contains profanity and personal statement with no commercial or suspicious content."", ""verdict"": 0}",0,True
Wait  &lt;#&gt;  min..,0,"{""reasoning"": ""Spam message asking for confirmation, no relevant content."", ""verdict"": 0}",0,True

| Technique | Accuracy | Precision | Recall | F1 | Parsed / Total |
|-----------|----------|-----------|--------|----|----------------|
| few_shot | 0.645 | 0.6593 | 0.6 | 0.6283 | 200/200 |
